run number,density,similar-wanted,step,percent-similar
1468,52,50,14,89.83903420523139
1465,52,50,22,88.88505350362443
1469,52,50,17,87.6500857632933
1471,52,50,13,88.25056799740344
1470,52,50,15,88.83248730964468
1472,52,50,17,88.48184818481847
1473,52,52,20,96.11712285168682
1475,52,52,24,96.3515228426396
1474,52,52,31,96.57179818887451
1476,52,52,23,96.20098039215686
1477,52,52,23,95.85553582001184
1478,52,52,21,95.86881110059919
1479,52,52,23,96.6698382492864
1480,52,52,25,96.64652567975831
1482,52,54,21,97.22612359550563
1481,52,54,24,96.22215046819503
1483,52,54,28,97.12140175219024
1484,52,54,28,95.11737089201878
1485,52,54,22,96.39914555996339
1486,52,54,28,96.2726983115642
1488,52,54,21,95.88953114964676
1487,52,54,30,96.97242206235012
1489,52,56,21,96.33911368015414
1491,52,56,22,96.6166613469518
1492,52,56,21,95.45454545454545
1493,52,56,20,96.68853483286472
1490,52,56,32,96.4543663821405
1495,52,56,19,96.56067488643738
1496,52,56,19,95.78125
1494,52,56,27,96.29746835443038
1497,52,58,24,96.93846620187936
1499,52,58,25,97.11251244606704
1500,52,58,25,96.61242112255066
1498,52,58,34,97.0354523227384
1501,52,58,20,96.84109763880025
1503,52,58,21,96.73842139595564
1502,52,58,31,95.72534500168294
1504,52,58,24,97.06158174429508
1505,52,60,25,97.3615635179153
1506,52,60,26,96.68544912164401
1508,52,60,17,96.74952198852772
1507,52,60,23,96.60916121356335
1509,52,60,29,96.61617789236223
1510,52,60,21,96.5615141955836
1511,52,60,22,96.38819095477386
1512,52,60,27,96.9306322897483
1514,52,62,24,98.54843799305775
1515,52,62,24,98.35858585858585
1513,52,62,35,98.46539304729095
1516,52,62,27,98.48812095032397
1518,52,62,24,98.72958257713249
1517,52,62,33,98.46827133479212
1519,52,62,23,98.88129272840274
1520,52,62,25,99.0152193375112
1521,52,64,31,98.8227807826917
1522,52,64,31,98.5962770826976
1523,52,64,28,98.9545900032669
1524,52,64,28,98.7045033929673
1526,52,64,26,98.75420875420875
1527,52,64,28,98.39816933638444
1528,52,64,26,98.66057838660578
1525,52,64,49,98.31759149940969
1529,52,66,29,98.42964824120602
1531,52,66,23,98.98444938114885
1532,52,66,26,98.60352155434123
1530,52,66,30,98.36759371221282
1533,52,66,30,99.04092071611254
1535,52,66,23,98.41479524438573
1534,52,66,28,98.34323226008127
1536,52,66,32,98.33635813672112
1538,52,68,45,99.68144411998938
1537,52,68,50,99.58100558659217
1539,52,68,56,99.78535014757178
1541,52,68,46,99.71461187214612
1542,52,68,47,99.72796517954298
1540,52,68,71,99.6882969679796
1543,52,68,66,99.75013881177124
1544,52,68,46,99.44413563090606
1545,52,70,46,99.57207809574753
1546,52,70,44,99.72662657189721
1547,52,70,45,99.63737796373779
1548,52,70,61,99.68996617812851
1549,52,70,57,99.81427434332714
1550,52,70,49,99.48409286328462
1551,52,70,48,99.65447739706306
1552,52,70,45,99.63747908533185
1554,52,72,52,99.73240567299973
1555,52,72,59,99.74979149291076
1553,52,72,62,99.83870967741936
1558,52,72,45,99.6392896781354
1556,52,72,69,99.6834608282775
1557,52,72,66,99.69342251950948
1559,52,72,57,99.7528830313015
1560,52,72,56,99.65616045845273
1561,52,74,57,99.732118939191
1563,52,74,69,99.64187327823691
1562,52,74,60,99.73718791064388
1564,52,74,48,99.80270574971814
1565,52,74,61,99.86824769433466
1569,54,20,4,58.49662704786379
1570,54,20,5,60.15519568151147
1571,54,20,6,59.00127226463104
1566,52,74,54,99.82978723404256
1572,54,20,6,57.779886148007584
1573,54,20,5,58.557377049180324
1575,54,20,4,58.92913385826771
1574,54,20,8,57.34843845682792
1576,54,20,6,57.753510140405616
1568,52,74,62,99.65915049816466
1577,54,22,8,63.49440188568062
1567,52,74,62,99.62385814078452
1580,54,22,7,65.00311915159077
1579,54,22,9,66.1422484431334
1578,54,22,12,64.1182139415355
1581,54,22,7,62.76109660574413
1582,54,22,8,64.53430560159099
1584,54,22,7,61.96965004645401
1583,54,22,7,64.70013037809647
1588,54,24,6,63.132530120481924
1586,54,24,6,64.14267834793492
1587,54,24,7,62.04495093383983
1585,54,24,9,65.12605042016807
1590,54,24,6,63.950049293460395
1589,54,24,7,65.85845347313237
1591,54,24,8,64.44727620261229
1592,54,24,10,66.40219713152274
1594,54,26,8,70.34700315457413
1595,54,26,12,72.03077952492472
1593,54,26,14,71.87396351575455
1596,54,26,10,71.10481586402267
1598,54,26,8,71.26751980499695
1599,54,26,10,72.18607677293429
1597,54,26,12,70.2980132450331
1600,54,26,11,70.96569250317663
1601,54,28,11,70.35993740219092
1602,54,28,11,73.35083688874302
1603,54,28,12,72.07920792079207
1604,54,28,10,71.40912185159974
1605,54,28,7,71.85376900679393
1606,54,28,13,71.14365846057962
1608,54,28,8,69.19431279620854
1609,54,30,9,74.84582927620902
1610,54,30,11,73.80869565217392
1607,54,28,18,70.85852478839178
1612,54,30,10,72.77864992150707
1611,54,30,14,73.61194029850746
1615,54,30,10,72.30091281082782
1614,54,30,10,70.66535562110784
1613,54,30,11,73.20732073207321
1616,54,30,12,73.92268694550064
1618,54,32,10,71.9361147327249
1619,54,32,11,72.54901960784314
1617,54,32,15,74.42249748911952
1621,54,32,7,76.07828923523016
1620,54,32,11,74.51244115669132
1622,54,32,12,73.34929866575436
1623,54,32,11,73.04533008822635
1624,54,32,11,74.41212871287128
1626,54,34,10,81.56389065479974
1625,54,34,17,81.43429195485984
1628,54,34,11,82.28794280142996
1627,54,34,16,81.85812931575643
1629,54,34,13,81.60493827160494
1630,54,34,9,82.51993620414673
1631,54,34,11,81.8447547905164
1632,54,34,14,82.24551910720325
1634,54,36,12,81.70731707317073
1633,54,36,18,82.36230499840815
1635,54,36,15,83.14820691843859
1636,54,36,14,81.76656151419557
1638,54,36,12,79.9430559949383
1639,54,36,10,83.00800000000001
1637,54,36,16,80.5427073697194
1640,54,36,13,83.03951367781156
1642,54,38,12,82.19929055143503
1641,54,38,17,83.37408312958435
1643,54,38,13,83.42299932750504
1644,54,38,11,80.57825267127593
1645,54,38,12,83.02949950281737
1646,54,38,12,81.32911392405063
1648,54,38,14,81.5688775510204
1647,54,38,17,84.89650711513583
1650,54,40,10,82.82988871224165
1649,54,40,15,82.23745715176068
1651,54,40,18,81.36799752398638
1652,54,40,12,83.93188854489165
1653,54,40,13,81.23640882261573
1654,54,40,11,81.80354267310788
1655,54,40,11,82.46687054026503
1656,54,40,10,81.85547491322184
1657,54,42,15,88.47790507364975
1658,54,42,12,86.48567119155355
1659,54,42,18,89.20142256708698
1661,54,42,10,86.17088607594937
1662,54,42,15,89.15275994865212
1660,54,42,14,85.93333333333332
1664,54,42,16,88.29549088583308
1663,54,42,16,88.7210796915167
1665,54,44,13,89.29754804506295
1666,54,44,18,88.9387624238538
1667,54,44,17,89.07425580634609
1668,54,44,14,87.41517581739667
1669,54,44,13,88.79056047197639
1673,54,46,10,88.81118881118881
1672,54,44,17,88.23731138545953
1670,54,44,16,88.89585947302385
1671,54,44,19,87.64264753831105
1674,54,46,11,88.14142678347935
1675,54,46,18,88.97350993377484
1677,54,46,14,87.46851385390428
1678,54,46,16,89.59871589085073
1676,54,46,22,89.52618453865337
1680,54,46,14,89.45904173106646
1679,54,46,16,88.69086195722619
1681,54,48,14,89.43338437978561
1683,54,48,12,89.48184920881167
1682,54,48,16,88.91501511588848
1684,54,48,20,89.45578231292517
1685,54,48,15,89.33641465830307
1687,54,48,11,88.24833702882484
1686,54,48,23,89.15394402035624
1688,54,48,19,90.0588417466708
1689,54,50,18,90.56172436316133
1690,54,50,12,87.8114478114478
1691,54,50,15,90.3183023872679
1692,54,50,20,89.05542000697108
1693,54,50,14,89.24276893077673
1695,54,50,15,90.13707790036777
1694,54,50,19,89.03267550954384
1696,54,50,14,89.09152313407633
1697,54,52,22,95.59292548564801
1700,54,52,27,95.87349397590361
1698,54,52,28,95.34595097735028
1699,54,52,28,96.01757758857457
1701,54,52,25,96.94543297746144
1703,54,52,21,95.83333333333334
1702,54,52,31,95.61703450419645
1704,54,52,27,97.01492537313433
1705,54,54,23,96.16724738675958
1706,54,54,20,95.60820572088991
1707,54,54,18,96.19917501473188
1708,54,54,21,96.57829839704068
1709,54,54,22,95.95782073813707
1711,54,54,22,96.44622991347343
1710,54,54,24,95.06477483035164
1713,54,56,22,96.40430351075878
1714,54,56,18,96.74721189591078
1712,54,54,26,95.97752144335995
1715,54,56,26,96.11377076879752
1716,54,56,24,95.2769187517571
1717,54,56,23,95.73542210617929
1718,54,56,26,95.45323741007195
1719,54,56,21,95.91954022988506
1720,54,56,25,95.5998826635377
1721,54,58,23,96.97247706422019
1723,54,58,19,96.26777251184834
1722,54,58,22,96.3463751438435
1725,54,58,21,96.10591900311528
1724,54,58,21,96.76674364896074
1726,54,58,28,97.24770642201835
1728,54,58,23,97.50234155479238
1729,54,60,21,96.1349870204788
1727,54,58,24,96.6154810404262
1731,54,60,20,96.65581532997929
1730,54,60,25,96.63522012578616
1732,54,60,24,96.49346509403888
1733,54,60,24,96.70595346025989
1735,54,60,25,96.38480392156863
1734,54,60,22,96.60222612770943
1736,54,60,22,96.873120865905
1738,54,62,24,98.84520208963431
1737,54,62,28,98.57764876632801
1739,54,62,31,98.58916478555305
1740,54,62,26,98.62192929898143
1743,54,62,30,98.46531614487417
1741,54,62,35,98.6924543721057
1744,54,62,31,98.79162982611258
1742,54,62,32,98.74084919472914
1745,54,64,33,98.96572104018912
1746,54,64,35,98.89585198448223
1747,54,64,35,98.69375907111755
1748,54,64,32,98.50230414746544
1749,54,64,28,98.47525891829689
1750,54,64,28,98.71064467766118
1751,54,64,29,98.49088838268793
1752,54,64,31,98.62258953168043
1754,54,66,27,98.19870531944835
1753,54,66,33,98.65458539264141
1755,54,66,35,98.57516719976738
1756,54,66,20,98.3917288914417
1757,54,66,28,98.45750873108265
1758,54,66,22,98.18554287386596
1759,54,66,38,98.63847045191193
1760,54,66,28,98.95740244265714
1761,54,68,53,99.55839057899902
1762,54,68,53,99.73551970378207
1763,54,68,51,99.6831264853446
1764,54,68,41,99.81718464351006
1766,54,68,49,99.40233632165173
1765,54,68,53,99.68903861103912
1767,54,68,46,99.53137203853163
1768,54,68,53,99.54954954954955
1769,54,70,55,99.63617463617463
1770,54,70,55,99.54163483575248
1771,54,70,53,99.73067600323189
1772,54,70,45,99.59308240081384
1773,54,70,49,99.74312869252503
1775,54,70,41,99.60212201591511
1774,54,70,52,99.87357774968395
1776,54,70,49,99.65553789083201
1778,54,72,51,99.7886393659181
1777,54,72,64,99.76665802437127
1779,54,72,62,99.74135904067717
1780,54,72,70,99.79013641133263
1781,54,72,66,99.67741935483872
1782,54,72,59,99.84988741556167
1783,54,72,60,99.73971889640812
1784,54,72,56,99.72472472472472
1785,54,74,58,99.59720730397422
1787,54,74,49,99.73767051416579
1786,54,74,84,99.69473416433478
1788,54,74,66,99.7051597051597
1789,54,74,74,99.59565327268133
1790,54,74,67,99.53775038520801
1793,56,20,5,60.76569678407351
1794,56,20,6,58.29734731647132
1795,56,20,6,58.64396830055768
1796,56,20,5,58.21640162145307
1797,56,20,6,58.63479081472162
1798,56,20,4,59.16230366492147
1791,54,74,71,99.66760419330095
1800,56,20,6,59.29357266936884
1799,56,20,10,59.46534037923531
1801,56,22,8,63.693693693693696
1803,56,22,7,65.19174041297934
1802,56,22,11,63.26224091318714
1804,56,22,10,64.60554371002132
1805,56,22,9,67.17964824120602
1792,54,74,56,99.64111766213792
1806,56,22,12,65.60402684563759
1807,56,22,7,64.99091459721382
1808,56,22,7,65.49295774647888
1809,56,24,7,64.06952352412347
1811,56,24,7,66.01230588924699
1812,56,24,8,65.37970644543714
1810,56,24,10,65.4524089306698
1813,56,24,8,63.08539944903582
1814,56,24,8,64.78125
1815,56,24,8,64.62564413458624
1816,56,24,9,65.45180722891565
1817,56,26,8,69.74223784417106
1818,56,26,9,70.82412377644458
1819,56,26,12,70.60721619243179
1820,56,26,8,69.30888575458393
1821,56,26,8,72.28881278538812
1822,56,26,11,69.8727434152116
1825,56,28,9,70.56342271768605
1823,56,26,12,71.40644361833954
1824,56,26,12,69.2504258943782
1826,56,28,10,70.6140350877193
1827,56,28,14,68.58163826278175
1828,56,28,13,70.33536585365854
1830,56,28,13,69.33599316044457
1831,56,28,8,70.46898638426626
1829,56,28,17,71.36690647482014
1832,56,28,9,72.31290421927935
1833,56,30,11,73.59649122807016
1834,56,30,11,75.71262361838278
1836,56,30,11,73.20574162679426
1835,56,30,12,74.13741374137413
1837,56,30,9,74.64012251148546
1838,56,30,12,72.94117647058823
1840,56,30,11,73.92359005457854
1839,56,30,12,74.57627118644068
1841,56,32,9,72.25147104366677
1842,56,32,9,72.15604526503871
1843,56,32,10,73.0106888361045
1844,56,32,12,72.63833690003058
1846,56,32,9,74.00489895897122
1845,56,32,13,72.72182254196643
1848,56,32,9,75.66728739913098
1847,56,32,10,70.79646017699115
1849,56,34,11,80.0942285041225
1851,56,34,12,80.75801749271136
1850,56,34,20,83.07458143074582
1853,56,34,11,81.67212139244272
1852,56,34,16,81.44299287410927
1854,56,34,14,82.68321513002364
1855,56,34,11,81.49476831091181
1857,56,36,12,80.54998567745632
1856,56,34,14,80.48780487804879
1859,56,36,14,80.20244120273891
1858,56,36,15,81.71194858311422
1860,56,36,11,81.86019641825536
1861,56,36,11,81.86259541984732
1862,56,36,11,80.99078341013825
1863,56,36,16,82.13325365999403
1864,56,36,17,82.37762237762237
1866,56,38,8,79.95161778046568
1865,56,38,17,81.78259560373381
1867,56,38,14,83.4723049434187
1868,56,38,13,81.15120787354608
1869,56,38,12,81.43592677345538
1870,56,38,10,80.72716523795448
1871,56,38,11,82.28603923798691
1873,56,40,12,84.66548253404382
1872,56,38,13,83.09530749052755
1874,56,40,12,82.74095421069484
1875,56,40,14,82.42690058479532
1876,56,40,12,80.58394160583941
1877,56,40,14,81.05688709211665
1878,56,40,11,81.1044776119403
1879,56,40,13,82.35635519442832
1880,56,40,12,81.95026543727299
1881,56,42,17,87.90931989924434
1883,56,42,13,87.55649291955409
1882,56,42,15,88.40256481739615
1884,56,42,12,87.98461083160699
1886,56,42,12,86.92377222054836
1885,56,42,15,86.3558352402746
1888,56,42,13,88.10164424514201
1887,56,42,16,86.33729795669412
1889,56,44,13,89.25644916540213
1890,56,44,14,88.59897901304595
1891,56,44,17,89.86506746626686
1893,56,44,14,87.2640095894516
1894,56,44,16,87.70826784030179
1892,56,44,16,89.29004854368931
1895,56,44,19,88.08446455505279
1896,56,44,17,88.7071406102548
1897,56,46,17,89.41529235382308
1898,56,46,14,89.15223336371923
1901,56,46,12,87.95794839120738
1900,56,46,15,88.46031240038253
1899,56,46,24,88.4403136799303
1902,56,46,17,88.00243605359319
1904,56,46,16,88.4081369066839
1905,56,48,11,88.96124031007751
1903,56,46,15,87.99774075120023
1907,56,48,13,88.83176235361326
1906,56,48,17,88.57142857142857
1909,56,48,13,89.25869894099849
1908,56,48,19,88.59823713392096
1912,56,48,14,90.07824726134585
1910,56,48,19,89.44662836407619
1911,56,48,15,87.28186926944691
1913,56,50,25,88.24932895914107
1914,56,50,14,90.39187227866474
1915,56,50,18,89.7373243738546
1916,56,50,13,87.720346579026
1918,56,50,17,88.35677940736306
1919,56,50,17,87.4239350912779
1917,56,50,24,90.28140411952423
1920,56,50,15,89.29001203369434
1921,56,52,16,96.32456884365281
1922,56,52,21,94.94923197084093
1923,56,52,22,96.29225736095965
1924,56,52,27,95.18909899888766
1925,56,52,20,95.47941261157501
1926,56,52,21,95.65701559020044
1927,56,52,19,95.18938346696157
1929,56,54,22,96.11788041938226
1928,56,52,28,95.48674888480714
1930,56,54,20,95.87274290627687
1931,56,54,21,95.48706659328565
1933,56,54,19,95.23936881519123
1932,56,54,27,94.99864093503669
1935,56,54,23,96.14843969637334
1934,56,54,28,95.00909799844034
1938,56,56,24,96.42179452426132
1937,56,56,33,95.68497284248643
1939,56,56,25,95.15299214730571
1936,56,54,31,95.91029023746702
1940,56,56,21,95.86069083642592
1941,56,56,20,94.94457961611246
1942,56,56,22,96.3667328980982
1943,56,56,21,96.68649107901444
1944,56,56,17,95.88410506363391
1945,56,58,21,96.25623960066557
1946,56,58,24,95.96753076721654
1948,56,58,24,96.26690182245737
1947,56,58,26,96.80340969632391
1949,56,58,36,96.60783232211804
1950,56,58,26,96.14827686070085
1951,56,58,27,97.01042238069117
1952,56,58,21,96.22589531680441
1953,56,60,17,96.29018961253092
1955,56,60,21,96.8169014084507
1954,56,60,26,96.28456221198157
1956,56,60,22,96.8280940243557
1957,56,60,21,95.98226655583264
1958,56,60,21,96.67313556972553
1959,56,60,22,96.65905197030268
1960,56,60,28,97.02465287616889
1961,56,62,35,98.69750132908027
1962,56,62,35,98.31932773109243
1963,56,62,37,98.6737400530504
1964,56,62,27,98.63984131482006
1965,56,62,31,98.54382525903108
1966,56,62,28,98.98012552301255
1967,56,62,30,98.30555555555556
1969,56,64,32,98.39615076182838
1970,56,64,28,98.60693799508331
1971,56,64,30,98.64657814096016
1972,56,64,25,98.45904298459043
1973,56,64,31,98.53672004417449
1974,56,64,26,98.80546075085324
1975,56,64,43,98.74869655891554
1976,56,64,28,98.2693754702784
1968,56,62,33,98.78265280243468
1977,56,66,34,98.38144051793904
1978,56,66,29,98.26852114674993
1979,56,66,34,98.65020103388858
1981,56,66,33,98.62296887909667
1982,56,66,28,98.44771241830065
1983,56,66,36,98.47085978072705
1984,56,66,36,98.62470245966676
1986,56,68,47,99.59173871277618
1985,56,68,68,99.59696538643908
1987,56,68,55,99.75921020948711
1988,56,68,53,99.57285239677266
1989,56,68,53,99.7511199601792
1990,56,68,49,99.63759362164775
1991,56,68,42,99.69411764705882
1992,56,68,38,99.64494040071013
1993,56,70,52,99.62634283045307
1994,56,70,50,99.6768580661198
1996,56,70,44,99.71331769611676
1995,56,70,59,99.72334004024145
1997,56,70,48,99.57329317269075
1999,56,70,49,99.69150450878026
1998,56,70,58,99.6551724137931
2000,56,70,47,99.78406909788868
1980,56,66,29,98.77384196185287
2001,56,72,75,99.69704031694245
2002,56,72,65,99.80629539951575
2003,56,72,60,99.66329966329967
2005,56,72,68,99.82876712328768
2007,56,72,49,99.64947421131698
2006,56,72,80,99.53620200979128
2008,56,72,57,99.89855440020288
2010,56,74,67,99.76792160907685
2009,56,74,66,99.7868308858361
2011,56,74,59,99.77854330708661
2012,56,74,63,99.73085392708589
2013,56,74,67,99.76042165788212
2014,56,74,63,99.80759980759981
2017,58,20,7,59.75092739798622
2018,58,20,6,58.30977953646128
2019,58,20,5,58.65735115431349
2020,58,20,9,59.063022866703854
2021,58,20,9,58.48375451263538
2015,56,74,58,99.83463264824002
2022,58,20,7,58.38562464346834
2023,58,20,4,56.98239222829387
2024,58,20,6,58.58416945373467
2025,58,22,9,63.99786495863358
2026,58,22,9,63.467048710601716
2016,56,74,58,99.83309489747259
2027,58,22,7,65.51126516464471
2028,58,22,7,63.80165289256199
2030,58,22,6,63.486556808326114
2031,58,22,9,64.33878157503715
2029,58,22,11,65.39934354485777
2032,58,22,9,64.67452300785635
2033,58,24,8,65.95804195804196
2035,58,24,6,64.17525773195877
2034,58,24,6,66.22635845091564
2036,58,24,11,66.0069537309441
2037,58,24,7,63.76612681855613
2038,58,24,8,67.16703056768559
2039,58,24,7,63.062804703183254
2040,58,24,8,64.6742209631728
2041,58,26,8,71.42857142857143
2042,58,26,6,68.11057281276717
2043,58,26,8,70.07768550763461
2044,58,26,8,69.64285714285714
2045,58,26,8,69.2350332594235
2046,58,26,8,70.34368070953437
2047,58,26,9,70.24008933556672
2048,58,26,9,69.71773088517402
2050,58,28,8,68.31379117811278
2051,58,28,9,70.31732659365348
2049,58,28,15,70.67147613762486
2052,58,28,9,70.93712930011863
2053,58,28,9,71.24824684431978
2054,58,28,11,71.13259668508287
2055,58,28,10,69.9628465275793
2056,58,28,11,73.35069444444444
2057,58,30,7,73.8209545326179
2059,58,30,7,72.05442176870748
2058,58,30,9,72.05882352941177
2061,58,30,9,73.39055793991416
2060,58,30,12,70.2133405347016
2062,58,30,12,75.22353619844246
2063,58,30,8,73.61690297470113
2064,58,30,11,73.51945854483925
2066,58,32,10,73.89775493643495
2065,58,32,12,74.91885511950429
2068,58,32,10,75.32575547546438
2067,58,32,11,74.44673945116553
2069,58,32,10,72.42572829535622
2071,58,32,10,73.82530988757567
2072,58,32,9,72.3793677204659
2070,58,32,15,74.35538116591928
2073,58,34,13,82.60115606936415
2074,58,34,12,81.7156997525433
2076,58,34,11,80.08771929824562
2075,58,34,17,82.6158038147139
2077,58,34,14,79.50093909310438
2080,58,34,11,80.12769353551477
2079,58,34,13,80.79650845608293
2078,58,34,13,79.28416485900217
2083,58,36,9,83.4282614591809
2081,58,36,16,82.65638897124222
2082,58,36,14,80.30653556969347
2084,58,36,11,81.09656301145662
2085,58,36,10,79.73838018369051
2086,58,36,16,80.53521126760563
2087,58,36,11,81.36520737327189
2088,58,36,18,80.54213633923779
2090,58,38,14,81.38361045130641
2089,58,38,15,80.3951367781155
2092,58,38,15,83.2441113490364
2091,58,38,15,81.35547087642895
2093,58,38,17,81.92507519824993
2094,58,38,12,85.2755689607897
2095,58,38,14,81.09387325795426
2096,58,38,13,82.77732573908327
2097,58,40,11,80.89536699635606
2099,58,40,11,82.93178519593613
2098,58,40,14,82.78873239436619
2100,58,40,10,81.72309386182218
2101,58,40,13,81.11050626020686
2102,58,40,15,81.59217877094972
2103,58,40,12,82.32998885172799
2104,58,40,13,81.36505239308977
2105,58,42,14,86.30289532293986
2106,58,42,16,86.24930128563443
2107,58,42,17,86.96433922685046
2108,58,42,21,87.02073274637887
2109,58,42,16,86.14965986394559
2110,58,42,22,87.34177215189874
2111,58,42,15,86.33457645178476
2112,58,42,16,86.27347262628933
2113,58,44,14,88.56985091109884
2114,58,44,17,88.21871476888387
2116,58,44,17,88.73690337601863
2115,58,44,20,88.67313915857605
2118,58,44,17,88.53317811408614
2117,58,44,19,88.55829050581553
2119,58,44,19,89.23831506058858
2121,58,46,13,88.11227297743534
2122,58,46,13,88.8070274865401
2120,58,44,20,89.73932334997227
2124,58,46,13,87.86407766990291
2125,58,46,14,89.21059819721387
2123,58,46,20,89.11117462132037
2127,58,46,15,89.0357042451504
2126,58,46,18,90.83030472462957
2128,58,46,14,88.73664017539052
2129,58,48,16,89.43661971830986
2131,58,48,18,87.76581779994748
2130,58,48,19,87.7496671105193
2132,58,48,14,87.48584371460929
2133,58,48,15,89.32183224271267
2134,58,48,15,88.9579214911042
2136,58,48,13,88.53467561521254
2135,58,48,15,88.55707507675132
2137,58,50,16,89.18406072106262
2138,58,50,12,87.97202797202797
2139,58,50,17,89.00523560209425
2140,58,50,19,88.90485771773498
2141,58,50,16,89.6590909090909
2144,58,50,14,90.17305315203956
2143,58,50,18,89.0084985835694
2142,58,50,21,88.29931972789116
2146,58,52,20,96.12217795484727
2145,58,52,25,94.75551051431466
2147,58,52,18,95.801133436373
2148,58,52,23,95.83219084178776
2149,58,52,24,95.43923296190722
2150,58,52,28,95.87486157253599
2151,58,52,23,96.36269160820993
2152,58,52,22,96.27645325475488
2154,58,54,21,96.09086106708928
2153,58,54,36,95.48674888480714
2156,58,54,22,96.57774184855835
2155,58,54,30,95.99790740256343
2157,58,54,28,95.26656701544593
2004,56,72,61,99.67693836978131
2159,58,54,24,96.42380571123566
2158,58,54,27,95.69143446852425
2160,58,54,29,94.7327852004111
2163,58,56,27,96.19520264681555
2162,58,56,25,95.89870630333058
2164,58,56,25,95.29780564263322
2165,58,56,20,95.76746557878634
2166,58,56,25,95.46402502606882
2167,58,56,27,95.91780821917808
2168,58,56,27,95.37750385208012
2169,58,58,23,96.3918883328944
2170,58,58,38,96.33271326069625
2171,58,58,25,95.84623323013416
2172,58,58,29,96.61546472272846
2175,58,58,26,95.81646423751687
2174,58,58,27,96.33663366336633
2173,58,58,33,96.04144527098832
2176,58,58,19,96.4112250404749
2177,58,60,21,96.34477648802174
2178,58,60,29,96.99460570254303
2180,58,60,21,97.38743746525847
2179,58,60,21,95.7660756813972
2183,58,60,23,96.6566866267465
2182,58,60,24,96.52243164321742
2181,58,60,23,96.81988241582042
2184,58,60,20,96.53353428786737
2185,58,62,32,98.33636599948011
2186,58,62,34,98.57762777242044
2187,58,62,32,98.83403621930043
2188,58,62,31,98.56740854438475
2189,58,62,37,98.55707291935069
2190,58,62,41,99.03184713375796
2192,58,62,27,98.65105624840926
2191,58,62,40,98.62420382165605
2193,58,64,34,98.46965699208442
2195,58,64,26,98.36309523809523
2194,58,64,34,98.68703108252947
2161,58,56,26,96.18400418191322
2196,58,64,35,98.56887298747765
2197,58,64,36,98.92444910807974
2198,58,64,28,97.89186507936508
2200,58,64,40,98.8454925079833
2201,58,66,35,98.88040712468194
2202,58,66,30,98.78234398782344
2203,58,66,27,98.82697947214076
2204,58,66,28,98.5172581429266
2205,58,66,36,98.75311720698254
2208,58,66,29,98.5034998793145
2206,58,66,33,98.32018325273606
2207,58,66,42,98.78381732439811
2209,58,68,50,99.74220764002813
2210,58,68,52,99.61849192100539
2211,58,68,58,99.68021927820922
2212,58,68,81,99.55783104491506
2214,58,68,48,99.65181058495823
2213,58,68,62,99.73027646662172
2216,58,68,50,99.63441384352912
2217,58,70,57,99.66840360018948
2215,58,68,64,99.72764412165229
2218,58,70,49,99.77370445802217
2219,58,70,58,99.70393987702117
2220,58,70,63,99.56650695870408
2221,58,70,47,99.60657255264985
2222,58,70,56,99.72495988998395
2223,58,70,63,99.66299707930803
2224,58,70,45,99.68568665377177
2199,58,64,31,98.49258448820812
2225,58,72,71,99.81693363844394
2226,58,72,74,99.62799348988607
2227,58,72,74,99.75347377857463
2229,58,72,60,99.69074442235475
2230,58,72,66,99.67860422405876
2231,58,72,67,99.79536152796726
2232,58,72,73,99.72708664998862
2233,58,74,69,99.57236101733064
2234,58,74,72,99.72036997203699
2235,58,74,65,99.65604219215776
2237,58,74,60,99.73374750388285
2236,58,74,77,99.80489919791893
2238,58,74,60,99.83217453847998
2241,60,20,7,58.742886704604246
2242,60,20,5,58.88446215139442
2243,60,20,5,56.98644421272159
2244,60,20,5,59.4535519125683
2245,60,20,5,57.15456034953578
2246,60,20,6,58.2972972972973
2247,60,20,5,60.49812533476165
2248,60,20,8,59.42509673852957
2240,58,74,55,99.71804511278195
2250,60,22,7,63.55591311343524
2249,60,22,12,64.74763406940063
2251,60,22,6,63.078579117330456
2239,58,74,62,99.84550871772235
2252,60,22,11,64.71490667348505
2255,60,22,8,64.45832202009231
2253,60,22,12,61.27300613496932
2254,60,22,7,62.968478530652774
2257,60,24,8,64.47975397232189
2258,60,24,7,63.43102984673299
2256,60,22,8,63.16496507254165
2259,60,24,7,64.65116279069767
2260,60,24,6,65.61210453920219
2261,60,24,6,64.41281138790036
2262,60,24,8,65.35122336227307
2263,60,24,7,63.16725978647687
2264,60,24,9,62.30179028132993
2265,60,26,10,69.01000526592944
2266,60,26,9,67.39869281045752
2267,60,26,9,69.96657238364618
2268,60,26,13,70.0570835495589
2269,60,26,11,68.99141630901288
2270,60,26,9,70.00783085356304
2271,60,26,8,69.7452229299363
2272,60,26,10,70.07874015748031
2273,60,28,9,69.83240223463687
2274,60,28,9,70.15706806282722
2276,60,28,9,68.43863067074868
2275,60,28,9,67.63398692810458
2277,60,28,8,68.1794470526865
2278,60,28,10,69.44222044302109
2279,60,28,6,69.2901979719942
2281,60,30,8,73.31768388106417
2280,60,28,18,72.35564639754728
2282,60,30,10,71.7426273458445
2284,60,30,10,72.88864981172674
2283,60,30,12,75.08848352845085
2285,60,30,13,72.8103579588728
2286,60,30,9,72.62510034787263
2287,60,30,11,73.15816589386914
2289,60,32,8,72.44052392408446
2288,60,30,11,73.15454062665958
